tgl_perawatan,total_jumlah_per_hari
2020-12-19,1
2020-12-20,0
2020-12-21,26
2020-12-22,37
2020-12-23,9
2020-12-24,16
2020-12-25,4
2020-12-26,4
2020-12-27,3
2020-12-28,11
2020-12-29,45
2020-12-30,3
2020-12-31,6
2021-01-01,6
2021-01-02,0
2021-01-03,0
2021-01-04,3
2021-01-05,5
2021-01-06,34
2021-01-07,19
2021-01-08,5
2021-01-09,12
2021-01-10,0
2021-01-11,20
2021-01-12,29
2021-01-13,31
2021-01-14,16
2021-01-15,7
2021-01-16,0
2021-01-17,1
2021-01-18,3
2021-01-19,47
2021-01-20,12
2021-01-21,11
2021-01-22,49
2021-01-23,1
2021-01-24,0
2021-01-25,2
2021-01-26,22
2021-01-27,10
2021-01-28,0
2021-01-29,32
2021-01-30,6
2021-01-31,2
2021-02-01,11
2021-02-02,19
2021-02-03,7
2021-02-04,0
2021-02-05,57
2021-02-06,0
2021-02-07,0
2021-02-08,22
2021-02-09,1
2021-02-10,2
2021-02-11,0
2021-02-12,30
2021-02-13,4
2021-02-14,0
2021-02-15,3
2021-02-16,1
2021-02-17,6
2021-02-18,40
2021-02-19,23
2021-02-20,1
2021-02-21,1
2021-02-22,7
2021-02-23,3
2021-02-24,24
2021-02-25,0
2021-02-26,60
2021-02-27,2
2021-02-28,9
2021-03-01,2
2021-03-02,5
2021-03-03,8
2021-03-04,0
2021-03-05,65
2021-03-06,6
2021-03-07,3
2021-03-08,1
2021-03-09,15
2021-03-10,11
2021-03-11,5
2021-03-12,11
2021-03-13,0
2021-03-14,15
2021-03-15,0
2021-03-16,3
2021-03-17,0
2021-03-18,0
2021-03-19,49
2021-03-20,0
2021-03-21,2
2021-03-22,1
2021-03-23,3
2021-03-24,5
2021-03-25,0
2021-03-26,45
2021-03-27,12
2021-03-28,1
2021-03-29,2
2021-03-30,27
2021-03-31,7
2021-04-01,0
2021-04-02,6
2021-04-03,8
2021-04-04,1
2021-04-05,17
2021-04-06,15
2021-04-07,36
2021-04-08,0
2021-04-09,0
2021-04-10,4
2021-04-11,4
2021-04-12,8
2021-04-13,22
2021-04-14,51
2021-04-15,0
2021-04-16,51
2021-04-17,3
2021-04-18,3
2021-04-19,20
2021-04-20,30
2021-04-21,34
2021-04-22,0
2021-04-23,52
2021-04-24,3
2021-04-25,3
2021-04-26,18
2021-04-27,51
2021-04-28,23
2021-04-29,0
2021-04-30,39
2021-05-01,1
2021-05-02,2
2021-05-03,12
2021-05-04,44
2021-05-05,41
2021-05-06,0
2021-05-07,7
2021-05-08,4
2021-05-09,3
2021-05-10,5
2021-05-11,20
2021-05-12,2
2021-05-13,5
2021-05-14,1
2021-05-15,7
2021-05-16,4
2021-05-17,14
2021-05-18,33
2021-05-19,11
2021-05-20,5
2021-05-21,18
2021-05-22,1
2021-05-23,0
2021-05-24,10
2021-05-25,1
2021-05-26,2
2021-05-27,9
2021-05-28,2
2021-05-29,3
2021-05-30,13
2021-05-31,16
2021-06-01,12
2021-06-02,0
2021-06-03,0
2021-06-04,39
2021-06-05,3
2021-06-06,7
2021-06-07,46
2021-06-08,48
2021-06-09,0
2021-06-10,0
2021-06-11,49
2021-06-12,4
2021-06-13,19
2021-06-14,26
2021-06-15,26
2021-06-16,50
2021-06-17,26
2021-06-18,3
2021-06-19,1
2021-06-20,1
2021-06-21,1
2021-06-22,2
2021-06-23,8
2021-06-24,5
2021-06-25,9
2021-06-26,15
2021-06-27,1
2021-06-28,11
2021-06-29,22
2021-06-30,31
2021-07-01,0
2021-07-02,7
2021-07-03,6
2021-07-04,4
2021-07-05,36
2021-07-06,31
2021-07-07,32
2021-07-08,0
2021-07-09,26
2021-07-10,8
2021-07-11,5
2021-07-12,42
2021-07-13,0
2021-07-14,49
2021-07-15,0
2021-07-16,20
2021-07-17,1
2021-07-18,4
2021-07-19,37
2021-07-20,3
2021-07-21,41
2021-07-22,0
2021-07-23,17
2021-07-24,0
2021-07-25,0
2021-07-26,0
2021-07-27,42
2021-07-28,0
2021-07-29,0
2021-07-30,14
2021-07-31,9
2021-08-01,14
2021-08-02,0
2021-08-03,0
2021-08-04,0
2021-08-05,0
2021-08-06,30
2021-08-07,6
2021-08-08,8
2021-08-09,0
2021-08-10,40
2021-08-11,7
2021-08-12,0
2021-08-13,44
2021-08-14,6
2021-08-15,1
2021-08-16,0
2021-08-17,3
2021-08-18,67
2021-08-19,0
2021-08-20,43
2021-08-21,1
2021-08-22,13
2021-08-23,0
2021-08-24,65
2021-08-25,36
2021-08-26,28
2021-08-27,21
2021-08-28,0
2021-08-29,0
2021-08-30,0
2021-08-31,0
2021-09-01,0
2021-09-02,0
2021-09-03,0
2021-09-04,7
2021-09-05,1
2021-09-06,0
2021-09-07,0
2021-09-08,0
2021-09-09,0
2021-09-10,2
2021-09-11,1
2021-09-12,0
2021-09-13,0
2021-09-14,0
2021-09-15,0
2021-09-16,0
2021-09-17,0
2021-09-18,0
2021-09-19,0
2021-09-20,0
2021-09-21,0
2021-09-22,1
2021-09-23,2
2021-09-24,1
2021-09-25,7
2021-09-26,0
2021-09-27,0
2021-09-28,0
2021-09-29,0
2021-09-30,0
2021-10-01,0
2021-10-02,0
2021-10-03,1
2021-10-04,0
2021-10-05,1
2021-10-06,0
2021-10-07,0
2021-10-08,0
2021-10-09,0
2021-10-10,0
2021-10-11,0
2021-10-12,0
2021-10-13,3
2021-10-14,5
2021-10-15,0
2021-10-16,0
2021-10-17,0
2021-10-18,0
2021-10-19,0
2021-10-20,1
2021-10-21,0
2021-10-22,0
2021-10-23,0
2021-10-24,0
2021-10-25,0
2021-10-26,0
2021-10-27,0
2021-10-28,0
2021-10-29,0
2021-10-30,4
2021-10-31,0
2021-11-01,1
2021-11-02,0
2021-11-03,1
2021-11-04,0
2021-11-05,0
2021-11-06,1
2021-11-07,1
2021-11-08,0
2021-11-09,1
2021-11-10,1
2021-11-11,0
2021-11-12,0
2021-11-13,0
2021-11-14,0
2021-11-15,0
2021-11-16,1
2021-11-17,0
2021-11-18,1
2021-11-19,0
2021-11-20,0
2021-11-21,0
2021-11-22,0
2021-11-23,2
2021-11-24,1
2021-11-25,1
2021-11-26,0
2021-11-27,0
2021-11-28,0
2021-11-29,1
2021-11-30,0
2021-12-01,0
2021-12-02,0
2021-12-03,0
2021-12-04,0
2021-12-05,0
2021-12-06,0
2021-12-07,0
2021-12-08,0
2021-12-09,1
2021-12-10,0
2021-12-11,0
2021-12-12,0
2021-12-13,0
2021-12-14,0
2021-12-15,0
2021-12-16,0
2021-12-17,0
2021-12-18,0
2021-12-19,0
2021-12-20,0
2021-12-21,0
2021-12-22,0
2021-12-23,0
2021-12-24,0
2021-12-25,0
2021-12-26,0
2021-12-27,0
2021-12-28,0
2021-12-29,0
2021-12-30,0
2021-12-31,0
2022-01-01,0
2022-01-02,0
2022-01-03,0
2022-01-04,0
2022-01-05,0
2022-01-06,0
2022-01-07,0
2022-01-08,0
2022-01-09,0
2022-01-10,0
2022-01-11,0
2022-01-12,0
2022-01-13,1
2022-01-14,0
2022-01-15,0
2022-01-16,0
2022-01-17,0
2022-01-18,3
2022-01-19,0
2022-01-20,0
2022-01-21,1
2022-01-22,0
2022-01-23,0
2022-01-24,0
2022-01-25,0
2022-01-26,0
2022-01-27,0
2022-01-28,0
2022-01-29,0
2022-01-30,0
2022-01-31,0
2022-02-01,0
2022-02-02,0
2022-02-03,4
2022-02-04,1
2022-02-05,2
2022-02-06,1
2022-02-07,15
2022-02-08,17
2022-02-09,0
2022-02-10,0
2022-02-11,34
2022-02-12,8
2022-02-13,9
2022-02-14,0
2022-02-15,0
2022-02-16,0
2022-02-17,0
2022-02-18,36
2022-02-19,22
2022-02-20,8
2022-02-21,0
2022-02-22,0
2022-02-23,0
2022-02-24,0
2022-02-25,48
2022-02-26,7
2022-02-27,6
2022-02-28,8
2022-03-01,56
2022-03-02,0
2022-03-03,5
2022-03-04,5
2022-03-05,1
2022-03-06,1
2022-03-07,0
2022-03-08,57
2022-03-09,0
2022-03-10,0
2022-03-11,11
2022-03-12,3
2022-03-13,3
2022-03-14,31
2022-03-15,66
2022-03-16,0
2022-03-17,47
2022-03-18,11
2022-03-19,1
2022-03-20,1
2022-03-21,0
2022-03-22,58
2022-03-23,0
2022-03-24,0
2022-03-25,17
2022-03-26,4
2022-03-27,3
2022-03-28,57
2022-03-29,60
2022-03-30,0
2022-03-31,48
2022-04-01,3
2022-04-02,0
2022-04-03,8
2022-04-04,34
2022-04-05,50
2022-04-06,0
2022-04-07,0
2022-04-08,3
2022-04-09,3
2022-04-10,6
2022-04-11,58
2022-04-12,40
2022-04-13,0
2022-04-14,39
2022-04-15,2
2022-04-16,14
2022-04-17,5
2022-04-18,41
2022-04-19,46
2022-04-20,67
2022-04-21,0
2022-04-22,3
2022-04-23,9
2022-04-24,7
2022-04-25,45
2022-04-26,54
2022-04-27,0
2022-04-28,32
2022-04-29,1
2022-04-30,7
2022-05-01,17
2022-05-02,4
2022-05-03,2
2022-05-04,8
2022-05-05,1
2022-05-06,4
2022-05-07,1
2022-05-08,7
2022-05-09,32
2022-05-10,49
2022-05-11,0
2022-05-12,6
2022-05-13,4
2022-05-14,4
2022-05-15,4
2022-05-16,5
2022-05-17,0
2022-05-18,0
2022-05-19,49
2022-05-20,41
2022-05-21,18
2022-05-22,10
2022-05-23,53
2022-05-24,0
2022-05-25,0
2022-05-26,6
2022-05-27,15
2022-05-28,7
2022-05-29,7
2022-05-30,40
2022-05-31,67
2022-06-01,38
2022-06-02,0
2022-06-03,26
2022-06-04,13
2022-06-05,27
2022-06-06,37
2022-06-07,0
2022-06-08,49
2022-06-09,0
2022-06-10,45
2022-06-11,16
2022-06-12,17
2022-06-13,37
2022-06-14,66
2022-06-15,50
2022-06-16,0
2022-06-17,2
2022-06-18,11
2022-06-19,7
2022-06-20,52
2022-06-21,61
2022-06-22,0
2022-06-23,59
2022-06-24,11
2022-06-25,12
2022-06-26,11
2022-06-27,35
2022-06-28,0
2022-06-29,0
2022-06-30,0
2022-07-01,6
2022-07-02,8
2022-07-03,25
2022-07-04,52
2022-07-05,0
2022-07-06,0
2022-07-07,0
2022-07-08,15
2022-07-09,8
2022-07-10,10
2022-07-11,6
2022-07-12,17
2022-07-13,0
2022-07-14,0
2022-07-15,13
2022-07-16,5
2022-07-17,1
2022-07-18,27
2022-07-19,24
2022-07-20,0
2022-07-21,0
2022-07-22,4
2022-07-23,3
2022-07-24,0
2022-07-25,16
2022-07-26,27
2022-07-27,0
2022-07-28,61
2022-07-29,7
2022-07-30,4
2022-07-31,13
2022-08-01,38
2022-08-02,45
2022-08-03,0
2022-08-04,0
2022-08-05,11
2022-08-06,16
2022-08-07,5
2022-08-08,56
2022-08-09,19
2022-08-10,52
2022-08-11,0
2022-08-12,6
2022-08-13,5
2022-08-14,5
2022-08-15,25
2022-08-16,56
2022-08-17,18
2022-08-18,0
2022-08-19,14
2022-08-20,1
2022-08-21,1
2022-08-22,48
2022-08-23,56
2022-08-24,49
2022-08-25,63
2022-08-26,14
2022-08-27,14
2022-08-28,5
2022-08-29,47
2022-08-30,64
2022-08-31,63
2022-09-01,41
2022-09-02,14
2022-09-03,9
2022-09-04,6
2022-09-05,37
2022-09-06,40
2022-09-07,49
2022-09-08,45
2022-09-09,7
2022-09-10,6
2022-09-11,5
2022-09-12,30
2022-09-13,0
2022-09-14,48
2022-09-15,62
2022-09-16,25
2022-09-17,2
2022-09-18,17
2022-09-19,13
2022-09-20,10
2022-09-21,33
2022-09-22,20
2022-09-23,12
2022-09-24,0
2022-09-25,2
2022-09-26,20
2022-09-27,42
2022-09-28,47
2022-09-29,32
2022-09-30,3
2022-10-01,0
2022-10-02,17
2022-10-03,4
2022-10-04,58
2022-10-05,0
2022-10-06,62
2022-10-07,2
2022-10-08,8
2022-10-09,4
2022-10-10,20
2022-10-11,0
2022-10-12,0
2022-10-13,56
2022-10-14,27
2022-10-15,14
2022-10-16,6
2022-10-17,25
2022-10-18,56
2022-10-19,43
2022-10-20,63
2022-10-21,7
2022-10-22,6
2022-10-23,9
2022-10-24,52
2022-10-25,55
2022-10-26,47
2022-10-27,65
2022-10-28,6
2022-10-29,12
2022-10-30,8
2022-10-31,28
2022-11-01,37
2022-11-02,20
2022-11-03,21
2022-11-04,9
2022-11-05,8
2022-11-06,18
2022-11-07,26
2022-11-08,50
2022-11-09,55
2022-11-10,61
2022-11-11,24
2022-11-12,10
2022-11-13,2
2022-11-14,37
2022-11-15,55
2022-11-16,0
2022-11-17,48
2022-11-18,11
2022-11-19,6
2022-11-20,7
2022-11-21,26
2022-11-22,0
2022-11-23,0
2022-11-24,52
2022-11-25,22
2022-11-26,15
2022-11-27,11
2022-11-28,33
2022-11-29,15
2022-11-30,0
2022-12-01,0
2022-12-02,31
2022-12-03,24
2022-12-04,12
2022-12-05,17
2022-12-06,29
2022-12-07,63
2022-12-08,22
2022-12-09,19
2022-12-10,3
2022-12-11,1
2022-12-12,41
2022-12-13,37
2022-12-14,61
2022-12-15,46
2022-12-16,19
2022-12-17,15
2022-12-18,11
2022-12-19,0
2022-12-20,0
2022-12-21,0
2022-12-22,0
2022-12-23,42
2022-12-24,11
2022-12-25,21
2022-12-26,0
2022-12-27,63
2022-12-28,0
2022-12-29,0
2022-12-30,42
2022-12-31,26
